ID,PRODUTO,CATEGORIA PRODUTO,QTDE,VALOR,DESCONTO,TOTAL,LOJA,VENDEDOR,CLIENTE,SEXO,ESTADO CIVIL,DATA,PERIODO,MES
1915,T,TV,7,170,0.02,1166.2,ETGV,SPNRG,GNSAOP LECVQZEV,a,c,2019-05-03,2019-05,5
1916,M,LZ,5,228,0.0,1140.0,TPOZ,XSWKW,DTLGVZ VWZCXYCW,f,d,2019-04-03,2019-04,4
1917,K,NY,1,259,0.02,253.82,YXXD,AXRGV,DOTDXI MFGFZSUZ,m,d,2019-07-16,2019-07,7
1918,O,CI,5,220,0.04,1056.0,NZCC,CUMXZ,LSDHOG MOWRBEOR,a,c,2019-01-03,2019-01,1
1919,K,ZD,8,198,0.0,1584.0,STBS,OWIMQ,LFMPQQ RQXTYSWQ,m,c,2019-08-01,2019-08,8
1920,F,FL,1,299,0.04,287.04,GJDK,IDCQA,FEFAWD RYJZFARY,f,s,2019-06-11,2019-06,6
1921,U,QE,8,212,0.02,1662.08,QWVJ,LVFIF,RCHALY GCSIPKGU,a,c,2019-03-03,2019-03,3
1922,F,FE,5,161,0.01,796.95,ILON,LKPYP,XYEYLM YEXNSWRX,-,s,2019-03-28,2019-03,3
1923,A,AZ,9,229,0.0,2061.0,ZAEV,JWWGU,PIQKVX ABVMJGSN,m,c,2019-05-21,2019-05,5
1924,E,TM,1,183,0.02,179.34,JJDN,DLNEE,KAHAOO ZPLWCCVX,a,-,2019-01-05,2019-01,1
1925,I,QE,1,229,0.0,229.0,HUQG,MWVKU,FEMUDQ INIIHUFT,a,-,2019-03-06,2019-03,3
1926,U,AT,2,286,0.0,572.0,RYOO,JHSWW,CEDCLL VWIYYDMD,-,d,2019-08-06,2019-08,8
1927,G,ZV,5,254,0.01,1257.3,GMUZ,SGSQO,CTQDWD BNXAARKV,m,s,2019-12-23,2019-12,12
1928,J,WB,4,297,0.03,1152.36,RXEY,RRCEO,JBYUMW EGKXOUZS,m,-,2019-12-28,2019-12,12
1929,B,MJ,5,263,0.02,1288.7,KXDB,UYEMR,OMARJU TRLJPXYC,-,c,2019-10-05,2019-10,10
1930,G,CI,1,251,0.02,245.98,BFXA,IRPQM,CMHWAC QXFSAGEA,-,s,2019-01-04,2019-01,1
1931,U,PK,7,282,0.0,1974.0,NQDC,PCENA,SYEHZN CGULZWQL,f,-,2019-08-04,2019-08,8
1932,O,DJ,6,264,0.02,1552.32,QFFC,DLOGV,RJKBGS NKQCCWQI,f,c,2019-04-04,2019-04,4
1933,A,FA,8,227,0.01,1797.84,FQOO,TISBD,QSMRCY ASMZOURT,a,c,2019-04-06,2019-04,4
1934,G,EJ,5,204,0.03,989.4,CKDS,UORNH,VAHCPH CWJZQSPH,m,c,2019-04-14,2019-04,4
1935,L,XR,1,209,0.04,200.64,ETZA,BXRAY,FIDGIU HPTZBROO,f,-,2019-04-24,2019-04,4
1936,E,RJ,3,184,0.02,540.96,FOJM,RHSGC,RPVGPA CIJDAFGJ,f,d,2019-07-19,2019-07,7
1937,Q,OX,9,237,0.03,2069.01,MIME,ZHYMI,ZMBIEQ USKSLQIG,a,s,2019-05-01,2019-05,5
1938,I,AL,9,286,0.04,2471.04,RVBI,CGZYR,PZSPFT WVMQQCKE,a,-,2019-07-27,2019-07,7
1939,Q,ZA,2,234,0.01,463.32,QUYY,FKLBE,SQNWDU RZGEUSAN,a,s,2019-06-20,2019-06,6
1940,E,RI,2,245,0.0,490.0,NWJZ,IDIUB,ZFKZCF EEWCUPKC,f,-,2019-10-03,2019-10,10
1941,V,SX,1,215,0.01,212.85,HWDZ,GUHEK,ISMTZG PATFRKGW,a,c,2019-04-02,2019-04,4
1942,Y,WL,6,181,0.01,1075.14,BWDM,PKJTO,RIATOX MVIHCJFL,f,-,2019-03-12,2019-03,3
1943,M,IB,2,219,0.01,433.62,UHGK,HNIWG,ZQAYFS TMMOMIBJ,a,d,2019-10-07,2019-10,10
1944,M,SP,6,297,0.0,1782.0,GOTU,PEEXQ,TRZQIC LKNYVUDD,-,d,2019-05-28,2019-05,5
1945,T,IY,3,205,0.04,590.4,GKUO,MBYBM,PVGLXP VGLDPSUP,-,-,2019-10-31,2019-10,10
1946,O,HC,4,164,0.02,642.88,XNOC,RBZRM,DOZTTO NFDAZKPD,m,d,2019-12-02,2019-12,12
1947,D,BZ,9,160,0.02,1411.2,WBQT,PAPGS,MCCBZW DPHRMTHX,f,c,2019-08-14,2019-08,8
1948,V,VR,1,285,0.01,282.15,QGKM,JBKQA,SDONOJ LGKWHEND,m,-,2019-10-19,2019-10,10
1949,S,JX,1,293,0.04,281.28,MOGN,YPEED,FVPHFG NHQHKRSH,a,d,2019-06-14,2019-06,6
1950,Y,RH,3,257,0.02,755.58,BIMS,CITED,DSUVNG KDDGFNEC,m,-,2019-08-06,2019-08,8
1951,D,IR,3,255,0.0,765.0,ELKH,RUIRH,RFHESX PRJUMOPG,f,s,2019-03-06,2019-03,3
1952,G,XY,6,222,0.04,1278.72,PKMH,LYUMK,FJLYHQ YEIXPYDC,m,-,2019-04-30,2019-04,4
1953,Q,TZ,9,200,0.0,1800.0,EEXI,XAZSK,VVKLKX WRTRQCQS,a,c,2019-03-26,2019-03,3
1954,Y,XE,5,210,0.03,1018.5,CWIL,HISZI,UHKDRS GLUGSYOP,a,c,2019-10-10,2019-10,10
1955,F,BP,8,160,0.04,1228.8,UTMX,CJSWQ,NMCLTK XEPOUEUF,-,s,2019-02-12,2019-02,2
1956,G,ZM,7,283,0.02,1941.38,EAUQ,FMIRC,RNJJHY ROHHGOET,f,d,2019-10-01,2019-10,10
1957,H,HZ,6,265,0.02,1558.2,RXPD,DUPPX,BQMZPA EXVDUMOU,f,s,2019-02-06,2019-02,2
1958,T,QZ,4,153,0.02,599.76,IFLP,QFKHK,JWCKGE RCFPMHZN,f,s,2019-01-08,2019-01,1
1959,V,YY,8,256,0.0,2048.0,SPEA,MGCDG,OCHBWZ NEAKNWZA,m,c,2019-04-25,2019-04,4
1960,V,TG,8,209,0.02,1638.56,LASR,RSQMM,JSLODG KVLXDDCU,f,d,2019-03-29,2019-03,3
1961,R,BQ,2,298,0.01,590.04,KYCS,YUFMC,GHLNPN ORXIIOFV,m,-,2019-09-17,2019-09,9
1962,R,CW,2,236,0.0,472.0,CSZL,BBROT,RRSRJJ OTGGATZU,f,c,2019-04-10,2019-04,4
1963,J,BJ,5,252,0.01,1247.4,URYK,YJUVB,QTYRGR HMIGHTUH,-,-,2019-11-14,2019-11,11
1964,W,QL,3,247,0.0,741.0,LBRO,NFUSR,QDGKKB XTUSEEMQ,m,s,2019-03-08,2019-03,3
1965,O,LH,7,219,0.0,1533.0,CZCW,IORJX,XJJYBF DAPRLJYY,-,s,2019-10-13,2019-10,10
1966,A,EA,3,278,0.0,834.0,DPCQ,JFBLX,FZRMTY DXSBKASJ,a,c,2019-10-24,2019-10,10
1967,M,GS,4,266,0.03,1032.08,IWWH,XKKCP,CIXOCR EACMKKNG,m,d,2019-11-25,2019-11,11
1968,T,EP,6,159,0.03,925.38,SYDE,OZZPU,GUJRPU OHISMHAA,-,d,2019-01-12,2019-01,1
1969,Q,KD,2,178,0.04,341.76,IKYX,OXQWG,PTOIZW VXLDCITC,f,d,2019-03-01,2019-03,3
1970,Y,QZ,4,215,0.0,860.0,ATCO,AGEXN,VBXLAV WEMHAGNM,a,c,2019-11-16,2019-11,11
1971,H,AL,4,247,0.02,968.24,WRAH,SHPPF,IXBNAC RVQDWOPT,m,d,2019-02-27,2019-02,2
1972,W,HQ,9,182,0.0,1638.0,VWUF,QBYXW,RRXMDT TOVWBHDY,-,d,2019-12-13,2019-12,12
1973,P,NU,6,199,0.0,1194.0,YZYX,WNZVG,NMIOCE JONAXSSA,m,c,2019-10-13,2019-10,10
1974,T,DN,3,280,0.01,831.6,PCRL,NEHCO,BUWCFZ MUDCUWGK,f,s,2019-09-28,2019-09,9
1975,X,JI,6,274,0.0,1644.0,YLLY,KLGRN,SKPAXF PSBDBUWA,a,c,2019-08-06,2019-08,8
1976,Z,IW,4,182,0.02,713.44,WVAP,EDNFO,RQNNVX NWYVCXAT,-,d,2019-06-07,2019-06,6
1977,V,JW,1,178,0.03,172.66,IOLT,QUCOB,JGDZJL LBEQVZLT,a,d,2019-09-23,2019-09,9
1978,W,YE,9,298,0.03,2601.54,IBGQ,TVREC,VGXZED FMXIANGB,-,-,2019-04-17,2019-04,4
1979,E,BL,8,258,0.04,1981.44,LBJY,IWPLE,HVLZTG YGBXLWXQ,f,c,2019-07-31,2019-07,7
1980,Y,RS,3,206,0.0,618.0,UVFP,QILWJ,YTFOGF FVGJJQFH,m,s,2019-01-10,2019-01,1
1981,T,IR,3,205,0.0,615.0,UUPK,RYVYQ,WZWQLF GBKGLEBE,-,-,2019-02-04,2019-02,2
1982,T,SQ,2,272,0.04,522.24,RVKJ,MHCKC,COCLSS OXUDHDHZ,m,d,2019-01-23,2019-01,1
1983,K,WM,9,259,0.02,2284.38,JGPN,IBWLK,NNCRVC BSEWOXNJ,-,s,2019-02-15,2019-02,2
1984,Y,WQ,2,286,0.02,560.56,AECZ,DBLTG,DXFXLN VWCGQFFW,-,s,2019-02-10,2019-02,2
1985,K,JN,6,299,0.04,1722.24,IEYN,SIRXE,BVFYFT TRTLYUCP,m,d,2019-06-12,2019-06,6
1986,M,OP,9,207,0.01,1844.37,EVID,JWNBN,ZXJQBG QYXMJVUI,f,-,2019-08-12,2019-08,8
1987,X,SG,6,268,0.01,1591.92,QHEA,CHIOW,GNTWUO RVLGLLIG,-,-,2019-06-09,2019-06,6
1988,S,FI,4,297,0.03,1152.36,QNQU,CRDSH,FNKQPD JUILYJRI,f,-,2019-03-18,2019-03,3
1989,X,WZ,3,166,0.01,493.02,YXUK,ZKJCP,TSDOJH GDVLRFUP,-,c,2019-09-15,2019-09,9
1990,M,QB,1,154,0.0,154.0,YDLU,QUZOF,KCKUXM XDDQFQBP,m,d,2019-04-17,2019-04,4
1991,S,PP,3,268,0.0,804.0,XDRJ,UKALX,IODSSH WTWJMEFV,m,-,2019-04-15,2019-04,4
1992,Z,EB,4,247,0.04,948.48,UYYV,HDRJH,WJAIFN MTASPNXB,-,s,2019-01-20,2019-01,1
1993,D,ST,7,288,0.02,1975.68,VGYL,VICUI,OBUUWK XPFMDOJO,f,c,2019-03-12,2019-03,3
1994,O,UL,5,186,0.03,902.1,DJDH,QMYMB,NXAKUB JUWTCUWV,f,d,2019-09-24,2019-09,9
1995,T,QF,2,234,0.04,449.28,YIKB,ATUGM,XQEXUK OGZZXPGL,m,d,2019-06-22,2019-06,6
1996,A,PY,6,186,0.04,1071.36,YJQW,SQQAB,XFJJJH IVZUOUBR,f,d,2019-06-25,2019-06,6
1997,T,EY,8,155,0.02,1215.2,CUDL,OUYWK,CGDECS NXUQRABM,a,s,2019-01-10,2019-01,1
1998,U,FK,2,295,0.01,584.1,PVSB,DBUBD,DEHOLI YZKQXFKQ,-,s,2019-09-01,2019-09,9
1999,M,QF,1,256,0.01,253.44,LIJB,DHZMY,CSLFWA MMQXWZYI,m,d,2019-03-03,2019-03,3
2000,I,GD,3,163,0.04,469.44,NWHY,JYHLX,XVIZNU CQBYZVYR,a,-,2019-11-02,2019-11,11
2001,P,CU,2,154,0.04,295.68,LCNY,REKRT,OKFUWV HHCNPYHK,m,c,2019-11-27,2019-11,11
2002,E,HA,9,294,0.04,2540.16,FNDQ,YJNMB,BUDAVS UATTSBFB,m,c,2019-04-13,2019-04,4
2003,L,NH,8,227,0.03,1761.52,JJWW,MRRLC,EVINKQ LGCRQIOP,m,d,2019-06-14,2019-06,6
2004,N,CC,6,161,0.02,946.68,UGOH,RRDAF,OQXAKK WFTRVBBK,m,d,2019-11-09,2019-11,11
2005,C,IT,5,285,0.03,1382.25,XTTM,DUQQO,LVKBRG EAZBELJO,m,s,2019-09-22,2019-09,9
2006,R,TG,2,183,0.0,366.0,HVMJ,YPZJI,ZTDWXN DPJFUYGD,-,c,2019-11-02,2019-11,11
2007,O,QE,1,226,0.01,223.74,TFIK,MAHJP,UXCOET MIKGATYN,f,c,2019-08-25,2019-08,8
2008,L,AW,3,206,0.02,605.64,GAGL,PCYJI,TXSECK CQJPWXQF,m,c,2019-03-11,2019-03,3
2009,Z,RI,9,263,0.02,2319.66,PTTV,FRBIW,NXCFXJ EELZXZPY,m,d,2019-11-24,2019-11,11
2010,Y,ML,5,242,0.0,1210.0,PIIC,KFBAA,AUZCAX ALQNWQXP,-,c,2019-08-05,2019-08,8
2011,E,UR,4,205,0.01,811.8,UODE,ECMVY,SJJGIC RVCWSEUT,a,d,2019-03-28,2019-03,3
2012,X,QU,8,187,0.03,1451.12,BPNZ,QUHWB,BYOKFU FMLCUIHM,f,c,2019-09-30,2019-09,9
2013,O,WY,6,197,0.02,1158.36,NRVI,HUDTZ,UFBXAY ZODSQBGY,-,d,2019-03-20,2019-03,3
2014,X,UB,7,187,0.03,1269.73,UNKE,BBOPO,XECGBB XMDDNNMS,-,s,2019-10-26,2019-10,10
2015,K,JF,7,240,0.03,1629.6,BMHB,LMMVZ,QGWDJQ SSZOGPNG,-,-,2019-11-04,2019-11,11
2016,Y,PZ,2,250,0.02,490.0,FWMY,MZTTM,YAOJUW GHPRSRCC,f,-,2019-01-12,2019-01,1
2017,N,AI,2,249,0.02,488.04,LPIF,WJIDX,ECZUKC GHLGFWUZ,m,-,2019-12-26,2019-12,12
2018,U,CW,1,180,0.03,174.6,YXAI,GDIYN,RIXQJK OWZPLXGO,m,s,2019-06-20,2019-06,6
2019,E,ZR,8,225,0.03,1746.0,GYFI,JLWGT,VUINIP TWAJOLFK,-,c,2019-03-14,2019-03,3
2020,M,BC,2,265,0.04,508.8,GBZY,CVHIQ,CSAMGA GFFPZXZL,-,c,2019-07-05,2019-07,7
2021,V,KT,3,154,0.04,443.52,IGTR,JPHCR,UQSBPE VFREDCWZ,-,c,2019-02-16,2019-02,2
2022,C,ID,9,245,0.03,2138.85,ZHON,UUOMS,QXZODW RRNSYOTL,-,d,2019-06-13,2019-06,6
2023,X,RV,2,280,0.0,560.0,KFAS,CCRJA,MYNEYQ PUXJAPEG,a,s,2019-10-10,2019-10,10
2024,R,VY,8,159,0.0,1272.0,ITIK,OGXHH,XLSWAE RFJTZNPV,m,d,2019-06-16,2019-06,6
2025,G,FS,9,159,0.03,1388.07,MCAK,IAPVY,MKVKZB YZWVNMCH,f,s,2019-06-26,2019-06,6
2026,U,PH,2,257,0.0,514.0,MUND,CVFTZ,AALPYZ XVKFCFCA,a,c,2019-10-05,2019-10,10
2027,G,DX,9,168,0.03,1466.64,PHJM,VFFDT,PXUOAT BDZMPDJP,a,s,2019-09-23,2019-09,9
2028,X,LS,7,214,0.01,1483.02,KLVS,HCIAN,WCGISA YYENUQLN,-,s,2019-02-11,2019-02,2
2029,A,SX,7,234,0.04,1572.48,LMCA,VIDYP,ETCGVC PVQJDUMR,f,-,2019-11-03,2019-11,11
2030,S,OR,9,293,0.04,2531.52,GPWZ,SQBNM,HPIVXH RXSJAGWS,f,c,2019-11-21,2019-11,11
2031,C,CZ,1,256,0.04,245.76,MFMT,YCMTP,GUEOGQ PEOYRVTX,m,s,2019-07-21,2019-07,7
2032,M,VG,5,244,0.0,1220.0,RLQX,RMCAI,YOTIHB KAGEVPOM,m,-,2019-05-25,2019-05,5
2033,M,JV,7,193,0.0,1351.0,GJOQ,QJDVE,QXQUQQ MELKAGKP,f,c,2019-09-30,2019-09,9
2034,R,VJ,7,220,0.01,1524.6,GRKB,HRBNV,TWMHYS FPUCISHL,-,-,2019-12-03,2019-12,12
2035,V,XQ,1,175,0.04,168.0,KROD,JVRGD,WCPXBC IRBIOGRH,-,c,2019-02-10,2019-02,2
2036,S,PI,8,156,0.0,1248.0,NYTA,PDHQX,CEXEOM JEBMXOJB,-,-,2019-01-06,2019-01,1
2037,E,WX,4,299,0.03,1160.12,GZWN,TOENG,YZGPNO FRGWVNOD,a,c,2019-08-29,2019-08,8
2038,M,QM,6,174,0.03,1012.68,NWGT,ZZDGN,ZRZYFB HSSSYOFM,-,d,2019-01-16,2019-01,1
2039,U,QL,2,209,0.01,413.82,NDRD,MLZXP,BQVETN AMBSIMLS,-,c,2019-07-20,2019-07,7
2040,R,RC,6,200,0.03,1164.0,XDFC,ARNEU,GCLBPV GDXPDUQS,m,c,2019-06-23,2019-06,6
2041,T,LS,1,198,0.03,192.06,JNOK,RRLQQ,SVOKEK XPIIIKZW,m,s,2019-11-21,2019-11,11
2042,K,UZ,2,206,0.03,399.64,MRCU,WNPAM,NADMMQ AOMYTNLV,-,-,2019-06-09,2019-06,6
2043,L,KG,8,292,0.03,2265.92,XXPJ,MEHJA,XKMVQW YYJISUNP,f,s,2019-05-26,2019-05,5
2044,V,BN,4,190,0.02,744.8,SGKI,JLSKZ,TJHCGD QBQTTGFS,f,s,2019-08-12,2019-08,8
2045,U,KI,1,176,0.03,170.72,CNHW,WITTB,KAUZPT YSFTOTXZ,-,d,2019-05-26,2019-05,5
2046,M,ZQ,4,280,0.01,1108.8,PGQI,TYHRY,XVJYUX TJPOZQBF,m,c,2019-06-28,2019-06,6
2047,J,VU,1,156,0.0,156.0,OYSX,NPAKI,QVYLEN UUHLAYFN,-,-,2019-03-22,2019-03,3
2048,Q,TL,7,206,0.04,1384.32,GFTK,LCTLM,RASUYT FORZFNKD,f,s,2019-08-17,2019-08,8
2049,J,BR,3,261,0.02,767.34,THMQ,ZXCVE,VGCCRY LZTKVMHL,m,-,2019-06-20,2019-06,6
2050,Z,FP,5,226,0.02,1107.4,SRQL,NAOPO,VNPNON SNFFTSCF,f,c,2019-02-25,2019-02,2
2051,K,DM,6,211,0.0,1266.0,JGXR,PYZFM,YGIWTP HWLPFUXC,f,d,2019-08-10,2019-08,8
2052,S,DI,3,208,0.03,605.28,OSSL,GLKES,VVAXUV CGOQFUKU,a,d,2019-04-26,2019-04,4
2053,F,WY,4,272,0.03,1055.36,OXPN,EAXAP,WTYWOF FIKDPLSW,m,d,2019-05-30,2019-05,5
2054,J,LS,4,172,0.02,674.24,JBFV,SBJGV,CXMYCP ACIDXKXN,f,d,2019-12-20,2019-12,12
2055,V,EY,8,188,0.04,1443.84,WLZL,BTAAA,AJNWOJ NNMYURDB,m,-,2019-09-20,2019-09,9
2056,D,LQ,7,236,0.03,1602.44,LBPY,USWWO,VFTFIH WYEPCZCV,a,s,2019-12-15,2019-12,12
2057,B,PE,8,288,0.03,2234.88,QVKD,YKVET,MBGXEU QNVMAMQY,f,-,2019-06-16,2019-06,6
2058,A,WS,2,229,0.02,448.84,EYPX,ABDGH,STSMYQ WBTUUACZ,a,c,2019-08-12,2019-08,8
2059,C,XJ,8,151,0.02,1183.84,SQAF,RZVKZ,STDXET NKQWTHHJ,a,s,2019-05-31,2019-05,5
2060,A,UB,6,254,0.0,1524.0,UIOK,WVLTF,AMGNRF QYGTEXWZ,f,d,2019-09-10,2019-09,9
2061,M,QK,5,262,0.0,1310.0,OLTZ,JDYBC,AGBNLF JHZBWOBL,f,d,2019-04-05,2019-04,4
2062,W,YO,6,210,0.0,1260.0,XVDE,KTBSD,XKMKCJ XHHAAPKG,m,-,2019-05-05,2019-05,5
2063,T,DT,9,271,0.02,2390.22,SMMZ,EVNOJ,JMTPGQ CQNXQNHJ,m,d,2019-05-30,2019-05,5
2064,Z,KV,7,286,0.03,1941.94,KYCT,FZIOQ,LZBJYX FRAWSSPM,-,s,2019-01-30,2019-01,1
2065,G,KM,7,220,0.03,1493.8,EIRK,YFNYI,FZVPCK FIKRXEGW,m,c,2019-05-22,2019-05,5
2066,C,NC,4,200,0.0,800.0,PMIY,XPIJI,QPQALX MTJLOKJS,a,s,2019-10-13,2019-10,10
2067,Z,CB,7,207,0.04,1391.04,DVZS,MHKEZ,SLANIS OJGUKSPV,-,d,2019-09-20,2019-09,9
2068,M,VS,8,272,0.02,2132.48,UHXG,GUDKU,IZJTKR GAMVPBBX,f,s,2019-11-12,2019-11,11
2069,I,YJ,6,226,0.04,1301.76,XCHN,QTOJI,QSLTEM HIVDNPOL,f,s,2019-06-30,2019-06,6
2070,K,EE,4,238,0.0,952.0,PZHZ,UNURG,MANCWQ IQOXRAIR,f,c,2019-12-27,2019-12,12
2071,W,FF,1,259,0.01,256.41,YUXN,JTZIP,BTHPKT IVRRFAZT,m,d,2019-02-21,2019-02,2
2072,I,MA,1,271,0.03,262.87,VYMT,CRSYQ,JQYOMS NIZZTWEI,a,d,2019-06-02,2019-06,6
2073,A,BM,2,161,0.04,309.12,QHTO,FLIYB,LIPZJF XCDRDDJO,a,c,2019-09-01,2019-09,9
2074,Z,WX,6,290,0.01,1722.6,MULU,OWKYN,OJQUIJ MPEFLTGI,m,d,2019-01-16,2019-01,1
2075,H,AK,4,164,0.04,629.76,AZKK,LQHRU,RLIOZD KRJBMMYF,-,-,2019-08-06,2019-08,8
2076,V,GH,3,292,0.01,867.24,YFQZ,FQEXD,JLFKAG SNBXNGWM,f,-,2019-04-06,2019-04,4
2077,E,WK,7,291,0.03,1975.89,VJRE,LISOM,SDUSXV UBKGTGNV,-,-,2019-09-05,2019-09,9
2078,O,JX,4,192,0.0,768.0,ONZX,HRNBE,YZMWHX FCBQALOK,a,-,2019-03-28,2019-03,3
2079,P,RC,1,199,0.03,193.03,KAAD,IHPXM,KTVYWA AEEZNJPV,m,-,2019-10-23,2019-10,10
2080,G,BM,9,286,0.02,2522.52,KQUH,ZXXEQ,SYFFWI UCRICPAQ,m,c,2019-11-04,2019-11,11
2081,N,AC,2,201,0.0,402.0,SCKS,ODKIH,JQRMAX AQLIZASX,f,d,2019-08-08,2019-08,8
2082,M,LZ,1,255,0.02,249.9,FTJS,MYEQT,NKVDNW FKSWHPML,a,d,2019-12-04,2019-12,12
2083,U,FQ,8,173,0.03,1342.48,ECZK,VCKVK,LKSQXR FIIFHWUT,a,c,2019-10-19,2019-10,10
2084,C,BI,7,256,0.04,1720.32,FWFZ,APPFX,AXAPBD NLOTOJYU,-,s,2019-03-23,2019-03,3
2085,Y,SK,6,196,0.02,1152.48,YQVO,JABJE,UXGIHL AGANYYUG,-,d,2019-12-25,2019-12,12
2086,V,MW,5,293,0.03,1421.05,TRNL,QXZIC,SFREZE UXBCEDXJ,-,-,2019-04-07,2019-04,4
2087,C,AG,7,284,0.02,1948.24,HKNX,ZCVUL,HCZLVX SMHQUWZW,f,s,2019-04-30,2019-04,4
2088,L,LH,6,211,0.03,1228.02,DANU,PJHLA,IKVMHV HNLKDADR,m,d,2019-05-19,2019-05,5
2089,O,LK,2,274,0.04,526.08,SRGB,DRDFP,SEABYP IYVMQHAH,m,s,2019-10-21,2019-10,10
2090,L,BH,4,173,0.01,685.08,YLQV,BKQWX,YFWALY WUHVCNIE,m,-,2019-12-29,2019-12,12
2091,Y,CJ,6,257,0.03,1495.74,UJGK,INONP,JXRMSX YDYYUGZN,a,-,2019-03-20,2019-03,3
2092,E,WK,4,273,0.02,1070.16,IYRF,FVTRX,PHTQOJ UNYXXZNX,f,d,2019-06-30,2019-06,6
2093,W,OO,6,197,0.02,1158.36,YKEI,RMUXE,NALDXE GMXEISYS,m,-,2019-03-03,2019-03,3
2094,E,TG,6,298,0.03,1734.36,VAZO,TQPYN,BOYEWA MQGSSRIQ,-,-,2019-04-20,2019-04,4
2095,O,NV,2,257,0.0,514.0,XKCO,ORVOX,WLAOBB CPMORHYJ,-,s,2019-09-06,2019-09,9
2096,B,UN,6,177,0.04,1019.52,IYMZ,YJMMQ,ANXNJF LPTXQTRK,m,-,2019-10-04,2019-10,10
2097,U,UU,6,209,0.01,1241.46,EZLW,IMXEB,OICKIA KPCPAOLB,a,s,2019-06-13,2019-06,6
2098,L,ZM,2,232,0.0,464.0,JZRO,RIVME,LOTBMC TGDDFGAH,a,d,2019-08-15,2019-08,8
2099,H,VX,5,234,0.04,1123.2,AVHI,XZSOI,OAXION GKDNGKJI,m,c,2019-12-07,2019-12,12
2100,R,CV,1,279,0.01,276.21,JKKQ,TUGSA,FBBOZY BDNYXDYM,-,-,2019-09-01,2019-09,9
2101,B,ZC,7,266,0.01,1843.38,OUHC,ITOBY,PRTGZP JYAJSZNC,m,s,2019-09-06,2019-09,9
2102,W,JX,4,291,0.04,1117.44,XIQY,GPASS,JNSPVP JGWMMTTQ,m,-,2019-06-05,2019-06,6
2103,L,DN,4,237,0.0,948.0,RLGD,ZHBKZ,IFRXWA XTHYNFVL,-,-,2019-07-07,2019-07,7
2104,I,BZ,9,285,0.03,2488.05,WRPZ,MKOQP,EMPXWO TLPRNPII,f,c,2019-05-13,2019-05,5
2105,I,GZ,5,224,0.04,1075.2,PUSV,WNIVB,MKSBYQ HQLFARQO,-,c,2019-01-03,2019-01,1
2106,K,VQ,3,238,0.04,685.44,TOIR,MXIHW,TTPBRM EQMHCPQJ,m,c,2019-12-03,2019-12,12
2107,U,HW,4,225,0.04,864.0,MSWQ,PRWUJ,JRNJER WAWLBLNI,-,s,2019-07-24,2019-07,7
2108,L,DF,7,282,0.0,1974.0,EVRE,DHYNJ,NQTWEG CZKTHNVS,f,c,2019-12-03,2019-12,12
2109,Z,HU,9,264,0.03,2304.72,JEXO,AKQZK,SMHGBQ LYTFTVWP,f,c,2019-12-27,2019-12,12
2110,E,JU,5,288,0.01,1425.6,DUDG,QVSMI,VQWUGL MSSQEPIV,-,d,2019-05-10,2019-05,5
2111,N,IC,1,263,0.01,260.37,QPNZ,TPOBW,IFWEZN BCWYUADC,m,d,2019-07-25,2019-07,7
2112,E,ZM,9,183,0.03,1597.59,IEWD,RBDAY,WDJFBR HETTJJML,-,c,2019-01-31,2019-01,1
2113,L,OT,3,218,0.0,654.0,NSCS,AYVIA,WOURKY TSQASQAQ,a,c,2019-10-25,2019-10,10
2114,B,WG,7,188,0.04,1263.36,CCSF,JKFBG,WFWYAZ PUFJVCJW,f,d,2019-04-30,2019-04,4
2115,A,MS,7,229,0.03,1554.91,XXSZ,SQAMI,BNPWNB STQISXHD,m,c,2019-09-18,2019-09,9
2116,B,EC,3,150,0.03,436.5,THQF,ALAXG,HUGWJL DZASPXJN,a,c,2019-09-27,2019-09,9
2117,J,XV,8,234,0.0,1872.0,KELK,RJSUN,QJPBJB DMHVBTJM,a,d,2019-07-09,2019-07,7
2118,O,JQ,9,295,0.01,2628.45,QEPM,VEWGU,LALWYK MYYOUEZA,m,d,2019-12-07,2019-12,12
2119,K,IZ,3,266,0.02,782.04,FWCM,NHAMH,XBKDVU TLNVOILB,-,c,2019-04-06,2019-04,4
2120,S,TC,6,285,0.01,1692.9,RQTM,IMPDD,OFKZKH GLJMKTPA,m,s,2019-12-05,2019-12,12
2121,W,DM,5,219,0.03,1062.15,CCIM,PZQGA,MHPOUH NVQFQEIP,a,c,2019-09-15,2019-09,9
2122,G,QH,9,218,0.04,1883.52,ACVY,EYUWM,PIDOCU CRZPYUFG,f,s,2019-04-21,2019-04,4
2123,B,QW,6,257,0.01,1526.58,KVPN,SVKVJ,ALYGGP ZMUHXDGD,-,-,2019-12-08,2019-12,12
2124,G,PF,1,219,0.02,214.62,WRVT,CNXPC,CPIMUC UPQHNANX,m,d,2019-09-15,2019-09,9
2125,H,KJ,8,179,0.03,1389.04,MNSJ,EIMOU,XNRDGF JDCWSTRP,a,d,2019-01-12,2019-01,1
2126,B,TU,5,231,0.01,1143.45,EBZA,EGRLR,VNSYWX NNRKCWXI,f,d,2019-01-02,2019-01,1
2127,V,GG,7,215,0.01,1489.95,BJKJ,ZIGNC,HPXQFP PPZQLCJL,-,d,2019-06-04,2019-06,6
2128,W,DJ,6,222,0.0,1332.0,ZBAZ,HBBGL,AVSJUN ZZNSHIWU,m,c,2019-10-04,2019-10,10
